CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,CITY,STATE,ZIP_CODE,OPT_IN_SMS,OPT_IN_EMAIL,DO_NOT_CALL,CREATED_AT
CUS00047,Brian,Clark,brian.clark46@gmail.com,(772) 334-2541,Clearwater,FL,32387,True,True,False,2021-08-23
CUS00048,Rachel,Robinson,rachel.robinson47@gmail.com,(850) 810-9280,Sarasota,FL,34396,True,True,False,2020-07-07
CUS00049,Jason,Johnson,jason.johnson48@gmail.com,(305) 827-2053,Lakeland,FL,34162,True,True,False,2023-07-26
CUS00050,Heather,Jones,heather.jones49@gmail.com,(352) 736-7574,Gainesville,FL,33000,False,True,False,2020-09-19
CUS00051,Eric,Davis,eric.davis50@gmail.com,(407) 625-3829,Tallahassee,FL,32938,True,False,False,2023-04-15
CUS00052,Lauren,Lopez,lauren.lopez51@gmail.com,(850) 506-2151,Pensacola,FL,34188,True,False,False,2021-06-14
CUS00053,Daniel,Anderson,daniel.anderson52@gmail.com,(727) 311-4386,Cape Coral,FL,33955,False,False,False,2019-12-12
CUS00054,Brittany,Moore,brittany.moore53@gmail.com,(386) 879-8900,Fort Myers,FL,33910,True,True,False,2021-09-23
CUS00055,Anthony,Lee,anthony.lee54@gmail.com,(239) 276-5088,Naples,FL,34167,True,True,False,2020-08-05
CUS00056,Amber,White,amber.white55@gmail.com,(239) 441-5639,Bonita Springs,FL,34754,False,True,False,2023-09-29
CUS00057,Mark,Clark,mark.clark56@gmail.com,(941) 746-3554,Bradenton,FL,34333,True,False,False,2020-07-19
CUS00058,Danielle,Robinson,danielle.robinson57@gmail.com,(321) 719-6609,Ocala,FL,32271,False,True,False,2022-02-04
CUS00059,Steven,Johnson,steven.johnson58@gmail.com,(321) 882-7990,Daytona Beach,FL,34424,False,True,False,2023-02-14
CUS00060,Crystal,Jones,crystal.jones59@gmail.com,(239) 204-2406,Melbourne,FL,32154,True,True,False,2022-10-05
CUS00061,James,Davis,james.davis60@gmail.com,(904) 395-1515,Tampa,FL,34006,False,True,False,2020-09-10
CUS00062,Maria,Lopez,maria.lopez61@gmail.com,(904) 869-5018,St. Petersburg,FL,32120,True,True,False,2021-09-29
CUS00063,David,Anderson,david.anderson62@gmail.com,(850) 638-6669,Orlando,FL,32257,True,True,False,2020-06-28
CUS00064,Ashley,Moore,ashley.moore63@gmail.com,(239) 416-1899,Jacksonville,FL,34129,False,True,False,2023-08-21
CUS00065,Robert,Lee,robert.lee64@gmail.com,(772) 203-1381,Miami,FL,32657,False,True,False,2020-05-11
CUS00066,Jennifer,White,jennifer.white65@gmail.com,(863) 346-4387,Fort Lauderdale,FL,34939,True,True,False,2020-05-28
CUS00067,Michael,Clark,michael.clark66@gmail.com,(772) 556-2306,Clearwater,FL,32744,True,True,False,2020-02-10
CUS00068,Jessica,Robinson,jessica.robinson67@gmail.com,(386) 718-4983,Sarasota,FL,34820,True,True,False,2020-03-28
CUS00069,William,Johnson,william.johnson68@gmail.com,(727) 303-2072,Lakeland,FL,34919,True,True,False,2023-05-19
CUS00070,Melissa,Jones,melissa.jones69@gmail.com,(863) 688-4606,Gainesville,FL,33903,True,True,False,2020-02-05
CUS00071,Carlos,Davis,carlos.davis70@gmail.com,(772) 680-3853,Tallahassee,FL,34760,True,True,False,2023-10-10
CUS00072,Stephanie,Lopez,stephanie.lopez71@gmail.com,(305) 657-4157,Pensacola,FL,33696,False,True,False,2021-06-08
CUS00073,Luis,Anderson,luis.anderson72@gmail.com,(407) 396-8086,Cape Coral,FL,33027,True,True,False,2021-09-16
CUS00074,Nicole,Moore,nicole.moore73@gmail.com,(954) 609-8273,Fort Myers,FL,34209,False,False,False,2020-12-19
CUS00075,Kevin,Lee,kevin.lee74@gmail.com,(754) 414-8198,Naples,FL,32737,False,True,False,2022-08-27
CUS00076,Amanda,White,amanda.white75@gmail.com,(239) 257-8815,Bonita Springs,FL,34525,True,True,False,2021-12-15
CUS00077,Brian,Clark,brian.clark76@gmail.com,(321) 783-3824,Bradenton,FL,32199,True,True,False,2020-12-05
CUS00078,Rachel,Robinson,rachel.robinson77@gmail.com,(561) 497-7381,Ocala,FL,32460,True,True,False,2021-11-24
CUS00079,Jason,Johnson,jason.johnson78@gmail.com,(954) 261-9958,Daytona Beach,FL,33348,True,True,False,2020-10-23
CUS00080,Heather,Jones,heather.jones79@gmail.com,(863) 509-9329,Melbourne,FL,33922,True,True,False,2022-01-15
CUS00081,Eric,Davis,eric.davis80@gmail.com,(321) 768-2492,Tampa,FL,33252,False,True,False,2020-07-20
CUS00082,Lauren,Lopez,lauren.lopez81@gmail.com,(863) 991-6857,St. Petersburg,FL,32424,True,True,False,2020-07-22
CUS00083,Daniel,Anderson,daniel.anderson82@gmail.com,(863) 232-4903,Orlando,FL,33438,True,True,False,2022-01-11
CUS00084,Brittany,Moore,brittany.moore83@gmail.com,(954) 235-6688,Jacksonville,FL,32698,True,True,False,2021-01-03
CUS00085,Anthony,Lee,anthony.lee84@gmail.com,(727) 211-1756,Miami,FL,32806,False,True,False,2022-12-09
CUS00086,Amber,White,amber.white85@gmail.com,(561) 735-8149,Fort Lauderdale,FL,34287,True,True,False,2020-05-15
CUS00087,Mark,Clark,mark.clark86@gmail.com,(407) 944-8599,Clearwater,FL,32992,False,False,False,2021-12-23
CUS00088,Danielle,Robinson,danielle.robinson87@gmail.com,(561) 926-3744,Sarasota,FL,33760,False,True,False,2020-07-03
CUS00089,Steven,Johnson,steven.johnson88@gmail.com,(754) 613-1944,Lakeland,FL,32065,False,True,False,2022-04-25
CUS00090,Crystal,Jones,crystal.jones89@gmail.com,(239) 470-3847,Gainesville,FL,32574,True,False,False,2022-03-24
CUS00091,James,Davis,james.davis90@gmail.com,(386) 313-6385,Tallahassee,FL,33699,True,True,False,2023-11-22
CUS00092,Maria,Lopez,maria.lopez91@gmail.com,(850) 984-8224,Pensacola,FL,33860,True,True,False,2021-11-05
CUS00093,David,Anderson,david.anderson92@gmail.com,(850) 427-9667,Cape Coral,FL,33869,False,True,False,2020-10-08
CUS00094,Ashley,Moore,ashley.moore93@gmail.com,(863) 551-6846,Fort Myers,FL,33658,True,False,False,2023-04-20
CUS00095,Robert,Lee,robert.lee94@gmail.com,(386) 856-7603,Naples,FL,34910,True,True,False,2020-11-24
CUS00096,Jennifer,White,jennifer.white95@gmail.com,(754) 821-9668,Bonita Springs,FL,33468,False,True,False,2022-12-12
CUS00097,Michael,Clark,michael.clark96@gmail.com,(561) 259-8142,Bradenton,FL,33948,True,True,False,2023-07-31
CUS00098,Jessica,Robinson,jessica.robinson97@gmail.com,(727) 857-3145,Ocala,FL,32110,True,True,False,2020-03-02
CUS00099,William,Johnson,william.johnson98@gmail.com,(813) 809-7418,Daytona Beach,FL,33970,False,True,False,2020-10-20
CUS00100,Melissa,Jones,melissa.jones99@gmail.com,(561) 239-9169,Melbourne,FL,32703,True,False,True,2020-02-02
CUS00101,Carlos,Davis,carlos.davis100@gmail.com,(754) 410-7094,Tampa,FL,33591,True,False,False,2023-10-20
CUS00102,Stephanie,Lopez,stephanie.lopez101@gmail.com,(386) 389-4734,St. Petersburg,FL,34557,True,False,False,2021-01-23
CUS00103,Luis,Anderson,luis.anderson102@gmail.com,(772) 558-4572,Orlando,FL,32343,False,True,False,2022-10-24
CUS00104,Nicole,Moore,nicole.moore103@gmail.com,(813) 473-5048,Jacksonville,FL,34152,False,False,False,2020-10-18
CUS00105,Kevin,Lee,kevin.lee104@gmail.com,(561) 626-2231,Miami,FL,32357,False,True,False,2021-08-09
CUS00106,Amanda,White,amanda.white105@gmail.com,(239) 513-5461,Fort Lauderdale,FL,34744,True,True,False,2023-08-03
CUS00107,Brian,Clark,brian.clark106@gmail.com,(305) 480-2817,Clearwater,FL,33663,True,True,False,2023-11-07
CUS00108,Rachel,Robinson,rachel.robinson107@gmail.com,(727) 535-8985,Sarasota,FL,34876,False,True,False,2022-07-10
CUS00109,Jason,Johnson,jason.johnson108@gmail.com,(941) 508-3115,Lakeland,FL,33680,False,True,False,2022-08-11
CUS00110,Heather,Jones,heather.jones109@gmail.com,(352) 672-6578,Gainesville,FL,33959,True,True,False,2023-03-17
CUS00111,Eric,Davis,eric.davis110@gmail.com,(321) 477-8867,Tallahassee,FL,32004,True,True,False,2022-10-12
CUS00112,Lauren,Lopez,lauren.lopez111@gmail.com,(813) 550-8747,Pensacola,FL,33428,False,True,False,2021-03-20
CUS00113,Daniel,Anderson,daniel.anderson112@gmail.com,(941) 413-8087,Cape Coral,FL,33410,True,True,False,2023-03-05
CUS00114,Brittany,Moore,brittany.moore113@gmail.com,(407) 963-8015,Fort Myers,FL,33537,True,True,False,2020-12-10
CUS00115,Anthony,Lee,anthony.lee114@gmail.com,(305) 434-1369,Naples,FL,32153,True,True,False,2022-12-06
CUS00116,Amber,White,amber.white115@gmail.com,(863) 449-1427,Bonita Springs,FL,32152,True,True,False,2020-04-21
CUS00117,Mark,Clark,mark.clark116@gmail.com,(850) 558-2862,Bradenton,FL,34930,True,True,True,2022-09-14
CUS00118,Danielle,Robinson,danielle.robinson117@gmail.com,(386) 289-4732,Ocala,FL,34587,True,True,False,2023-10-20
CUS00119,Steven,Johnson,steven.johnson118@gmail.com,(407) 527-4881,Daytona Beach,FL,33652,False,True,False,2020-10-10
CUS00120,Crystal,Jones,crystal.jones119@gmail.com,(772) 393-9226,Melbourne,FL,33439,True,True,False,2022-12-04
CUS00121,James,Davis,james.davis120@gmail.com,(941) 585-1437,Tampa,FL,33483,False,True,False,2022-01-24
CUS00122,Maria,Lopez,maria.lopez121@gmail.com,(407) 310-1185,St. Petersburg,FL,34755,True,True,False,2023-04-21
CUS00123,David,Anderson,david.anderson122@gmail.com,(305) 764-6580,Orlando,FL,33426,True,True,False,2022-12-12
CUS00124,Ashley,Moore,ashley.moore123@gmail.com,(727) 203-3525,Jacksonville,FL,34559,True,True,False,2019-11-30
CUS00125,Robert,Lee,robert.lee124@gmail.com,(904) 432-3288,Miami,FL,32745,True,True,False,2020-03-21
CUS00126,Jennifer,White,jennifer.white125@gmail.com,(305) 488-7606,Fort Lauderdale,FL,34438,True,True,False,2022-09-22
CUS00127,Michael,Clark,michael.clark126@gmail.com,(352) 611-4725,Clearwater,FL,33906,True,True,False,2022-08-22
CUS00128,Jessica,Robinson,jessica.robinson127@gmail.com,(561) 215-7318,Sarasota,FL,32496,False,True,False,2020-08-05
CUS00129,William,Johnson,william.johnson128@gmail.com,(407) 299-9009,Lakeland,FL,32443,True,True,False,2021-07-12
CUS00130,Melissa,Jones,melissa.jones129@gmail.com,(239) 338-8148,Gainesville,FL,33521,False,True,True,2021-09-10
CUS00131,Carlos,Davis,carlos.davis130@gmail.com,(954) 661-6261,Tallahassee,FL,33164,False,False,False,2023-05-30
CUS00132,Stephanie,Lopez,stephanie.lopez131@gmail.com,(321) 696-2640,Pensacola,FL,32819,True,True,False,2022-07-15
CUS00133,Luis,Anderson,luis.anderson132@gmail.com,(813) 980-8525,Cape Coral,FL,32569,True,True,False,2023-11-06
CUS00134,Nicole,Moore,nicole.moore133@gmail.com,(904) 402-6576,Fort Myers,FL,33831,True,True,False,2021-10-10
CUS00135,Kevin,Lee,kevin.lee134@gmail.com,(850) 809-6101,Naples,FL,32802,False,True,False,2020-11-12
CUS00136,Amanda,White,amanda.white135@gmail.com,(954) 209-1316,Bonita Springs,FL,34387,True,True,False,2020-10-23
CUS00137,Brian,Clark,brian.clark136@gmail.com,(941) 725-4554,Bradenton,FL,32479,True,False,False,2021-03-03
CUS00138,Rachel,Robinson,rachel.robinson137@gmail.com,(813) 359-9278,Ocala,FL,34576,False,True,False,2020-05-17
CUS00139,Jason,Johnson,jason.johnson138@gmail.com,(850) 714-8904,Daytona Beach,FL,33937,True,True,False,2022-05-24
CUS00140,Heather,Jones,heather.jones139@gmail.com,(754) 825-9546,Melbourne,FL,33709,True,False,False,2020-06-14
CUS00141,Eric,Davis,eric.davis140@gmail.com,(863) 601-1898,Tampa,FL,32009,False,True,False,2023-02-05
CUS00142,Lauren,Lopez,lauren.lopez141@gmail.com,(954) 501-8244,St. Petersburg,FL,34157,False,True,False,2022-07-08
CUS00143,Daniel,Anderson,daniel.anderson142@gmail.com,(772) 656-6228,Orlando,FL,33153,True,False,False,2022-04-10
CUS00144,Brittany,Moore,brittany.moore143@gmail.com,(305) 357-4041,Jacksonville,FL,33131,True,True,False,2022-09-06
CUS00145,Anthony,Lee,anthony.lee144@gmail.com,(813) 237-4054,Miami,FL,32071,True,True,False,2020-01-28
CUS00146,Amber,White,amber.white145@gmail.com,(772) 903-4094,Fort Lauderdale,FL,32834,True,True,False,2023-09-10
CUS00147,Mark,Clark,mark.clark146@gmail.com,(727) 563-3334,Clearwater,FL,32383,True,False,False,2023-09-27
CUS00148,Danielle,Robinson,danielle.robinson147@gmail.com,(813) 595-8951,Sarasota,FL,32331,True,True,False,2022-09-15
CUS00149,Steven,Johnson,steven.johnson148@gmail.com,(941) 817-9113,Lakeland,FL,32315,False,False,False,2019-12-15
CUS00150,Crystal,Jones,crystal.jones149@gmail.com,(561) 310-9470,Gainesville,FL,32913,True,True,False,2020-12-05
CUS00151,James,Davis,james.davis150@gmail.com,(772) 521-5880,Tallahassee,FL,33562,True,True,False,2023-04-03
CUS00152,Maria,Lopez,maria.lopez151@gmail.com,(407) 666-5715,Pensacola,FL,34204,True,True,False,2023-06-22
CUS00153,David,Anderson,david.anderson152@gmail.com,(863) 224-7950,Cape Coral,FL,32129,False,True,False,2023-02-01
CUS00154,Ashley,Moore,ashley.moore153@gmail.com,(850) 280-4463,Fort Myers,FL,32793,False,True,False,2023-09-03
CUS00155,Robert,Lee,robert.lee154@gmail.com,(727) 348-3207,Naples,FL,34636,False,False,False,2021-01-22
CUS00156,Jennifer,White,jennifer.white155@gmail.com,(754) 624-7478,Bonita Springs,FL,32744,True,True,False,2023-08-15
CUS00157,Michael,Clark,michael.clark156@gmail.com,(941) 202-7995,Bradenton,FL,32984,True,True,False,2021-11-01
CUS00158,Jessica,Robinson,jessica.robinson157@gmail.com,(904) 547-4252,Ocala,FL,32395,True,False,False,2020-07-23
CUS00159,William,Johnson,william.johnson158@gmail.com,(954) 317-2472,Daytona Beach,FL,33117,True,True,False,2021-09-08
CUS00160,Melissa,Jones,melissa.jones159@gmail.com,(561) 295-2413,Melbourne,FL,34749,True,True,False,2020-01-04
CUS00161,Carlos,Davis,carlos.davis160@gmail.com,(561) 622-5786,Tampa,FL,33980,False,True,False,2023-03-02
CUS00162,Stephanie,Lopez,stephanie.lopez161@gmail.com,(407) 574-8552,St. Petersburg,FL,32458,False,True,False,2020-03-02
CUS00163,Luis,Anderson,luis.anderson162@gmail.com,(407) 245-8149,Orlando,FL,33972,False,True,False,2021-05-30
CUS00164,Nicole,Moore,nicole.moore163@gmail.com,(352) 938-5778,Jacksonville,FL,33313,True,True,False,2022-10-16
CUS00165,Kevin,Lee,kevin.lee164@gmail.com,(386) 901-1558,Miami,FL,33192,True,True,False,2022-01-27
CUS00166,Amanda,White,amanda.white165@gmail.com,(727) 513-2378,Fort Lauderdale,FL,34764,True,True,False,2022-09-13
CUS00167,Brian,Clark,brian.clark166@gmail.com,(813) 725-6396,Clearwater,FL,32218,False,True,False,2022-01-06
CUS00168,Rachel,Robinson,rachel.robinson167@gmail.com,(305) 741-9874,Sarasota,FL,34537,True,True,False,2020-11-30
CUS00169,Jason,Johnson,jason.johnson168@gmail.com,(850) 421-9925,Lakeland,FL,33358,True,True,False,2021-10-12
CUS00170,Heather,Jones,heather.jones169@gmail.com,(850) 492-7611,Gainesville,FL,34214,True,True,False,2021-07-18
CUS00171,Eric,Davis,eric.davis170@gmail.com,(754) 779-9162,Tallahassee,FL,32990,True,True,False,2022-03-26
CUS00172,Lauren,Lopez,lauren.lopez171@gmail.com,(727) 551-3326,Pensacola,FL,32377,True,True,False,2020-12-19
CUS00173,Daniel,Anderson,daniel.anderson172@gmail.com,(813) 443-1177,Cape Coral,FL,34661,True,True,False,2022-08-09
CUS00174,Brittany,Moore,brittany.moore173@gmail.com,(863) 397-9217,Fort Myers,FL,34002,True,True,False,2022-10-16
CUS00175,Anthony,Lee,anthony.lee174@gmail.com,(386) 424-7071,Naples,FL,34742,True,True,False,2020-04-02
CUS00176,Amber,White,amber.white175@gmail.com,(863) 961-6240,Bonita Springs,FL,33829,True,True,False,2021-01-10
CUS00177,Mark,Clark,mark.clark176@gmail.com,(954) 615-4596,Bradenton,FL,33320,True,True,False,2021-02-27
CUS00178,Danielle,Robinson,danielle.robinson177@gmail.com,(954) 687-4262,Ocala,FL,33331,False,False,False,2020-06-20
CUS00179,Steven,Johnson,steven.johnson178@gmail.com,(754) 763-5407,Daytona Beach,FL,33327,True,True,False,2021-05-17
CUS00180,Crystal,Jones,crystal.jones179@gmail.com,(954) 938-3844,Melbourne,FL,34529,False,True,False,2022-12-25
CUS00181,James,Davis,james.davis180@gmail.com,(863) 284-5324,Tampa,FL,33878,True,True,False,2022-01-30
CUS00182,Maria,Lopez,maria.lopez181@gmail.com,(386) 405-5155,St. Petersburg,FL,33757,True,True,False,2022-10-01
CUS00183,David,Anderson,david.anderson182@gmail.com,(904) 656-2509,Orlando,FL,33097,True,True,False,2023-11-21
CUS00184,Ashley,Moore,ashley.moore183@gmail.com,(352) 310-7298,Jacksonville,FL,34322,True,True,False,2022-10-07
CUS00185,Robert,Lee,robert.lee184@gmail.com,(352) 955-2385,Miami,FL,32079,True,False,False,2022-03-21
CUS00186,Jennifer,White,jennifer.white185@gmail.com,(813) 255-9445,Fort Lauderdale,FL,32413,False,True,False,2023-01-08
CUS00187,Michael,Clark,michael.clark186@gmail.com,(813) 561-2006,Clearwater,FL,34131,True,True,False,2020-07-26
CUS00188,Jessica,Robinson,jessica.robinson187@gmail.com,(352) 600-3655,Sarasota,FL,34057,True,False,False,2023-10-17
CUS00189,William,Johnson,william.johnson188@gmail.com,(754) 284-1856,Lakeland,FL,34049,False,True,False,2020-12-27
CUS00190,Melissa,Jones,melissa.jones189@gmail.com,(321) 539-2889,Gainesville,FL,32154,True,True,False,2021-03-05
CUS00191,Carlos,Davis,carlos.davis190@gmail.com,(904) 923-8390,Tallahassee,FL,34808,True,True,False,2022-03-30
CUS00192,Stephanie,Lopez,stephanie.lopez191@gmail.com,(321) 592-2997,Pensacola,FL,34678,True,False,False,2022-08-10
CUS00193,Luis,Anderson,luis.anderson192@gmail.com,(321) 445-5804,Cape Coral,FL,32841,True,True,False,2023-08-25
CUS00194,Nicole,Moore,nicole.moore193@gmail.com,(904) 818-1889,Fort Myers,FL,32104,True,True,False,2023-10-25
CUS00195,Kevin,Lee,kevin.lee194@gmail.com,(321) 252-8746,Naples,FL,32804,True,True,False,2020-08-09
CUS00196,Amanda,White,amanda.white195@gmail.com,(561) 515-5909,Bonita Springs,FL,34212,True,True,False,2021-10-01
CUS00197,Brian,Clark,brian.clark196@gmail.com,(863) 770-5181,Bradenton,FL,32927,True,True,False,2022-06-09
CUS00198,Rachel,Robinson,rachel.robinson197@gmail.com,(954) 295-7836,Ocala,FL,32257,True,True,False,2023-09-04
CUS00199,Jason,Johnson,jason.johnson198@gmail.com,(561) 758-9912,Daytona Beach,FL,34560,True,True,False,2023-05-15
CUS00200,Heather,Jones,heather.jones199@gmail.com,(321) 899-9575,Melbourne,FL,34925,False,True,False,2022-01-05
CUS00201,Eric,Davis,eric.davis200@gmail.com,(813) 956-3601,Tampa,FL,32755,True,True,False,2020-12-17
CUS00202,Lauren,Lopez,lauren.lopez201@gmail.com,(407) 767-5176,St. Petersburg,FL,32079,True,True,False,2021-06-05
CUS00203,Daniel,Anderson,daniel.anderson202@gmail.com,(386) 430-4767,Orlando,FL,32775,False,True,False,2020-11-13
CUS00204,Brittany,Moore,brittany.moore203@gmail.com,(863) 416-2190,Jacksonville,FL,33565,True,True,False,2020-07-09
CUS00205,Anthony,Lee,anthony.lee204@gmail.com,(305) 489-1009,Miami,FL,32028,False,True,False,2023-01-24
CUS00206,Amber,White,amber.white205@gmail.com,(904) 911-1855,Fort Lauderdale,FL,33409,True,False,False,2022-07-20
CUS00207,Mark,Clark,mark.clark206@gmail.com,(352) 578-6271,Clearwater,FL,33391,True,True,False,2023-02-18
CUS00208,Danielle,Robinson,danielle.robinson207@gmail.com,(561) 365-1941,Sarasota,FL,33267,True,True,False,2023-03-12
CUS00209,Steven,Johnson,steven.johnson208@gmail.com,(407) 474-4246,Lakeland,FL,32732,True,True,False,2023-09-12
CUS00210,Crystal,Jones,crystal.jones209@gmail.com,(561) 364-8209,Gainesville,FL,34664,False,True,False,2023-09-19
CUS00211,James,Davis,james.davis210@gmail.com,(305) 567-6575,Tallahassee,FL,33221,False,True,False,2023-06-06
CUS00212,Maria,Lopez,maria.lopez211@gmail.com,(850) 620-2289,Pensacola,FL,34989,True,True,False,2022-01-12
CUS00213,David,Anderson,david.anderson212@gmail.com,(954) 269-6191,Cape Coral,FL,34746,True,False,False,2020-09-03
CUS00214,Ashley,Moore,ashley.moore213@gmail.com,(754) 594-3607,Fort Myers,FL,34911,True,True,False,2022-01-10
CUS00215,Robert,Lee,robert.lee214@gmail.com,(321) 723-3889,Naples,FL,32650,True,False,False,2023-02-21
CUS00216,Jennifer,White,jennifer.white215@gmail.com,(772) 486-6999,Bonita Springs,FL,33225,True,True,False,2020-09-09
CUS00217,Michael,Clark,michael.clark216@gmail.com,(941) 783-4523,Bradenton,FL,34318,True,True,False,2022-08-05
CUS00218,Jessica,Robinson,jessica.robinson217@gmail.com,(386) 726-4153,Ocala,FL,33662,True,True,False,2021-10-11
CUS00219,William,Johnson,william.johnson218@gmail.com,(305) 444-2494,Daytona Beach,FL,33501,True,True,False,2021-01-03
CUS00220,Melissa,Jones,melissa.jones219@gmail.com,(863) 803-5791,Melbourne,FL,32772,False,False,False,2023-07-02
